timestamp,signal_x,signal_y,signal_z
824.0,1.036,0.014,0.184
825.0,1.037,0.007,0.181
826.0,1.042,0.007,0.183
827.0,1.038,0.007,0.190
828.0,1.039,0.005,0.186
829.0,1.044,0.009,0.183
830.0,1.036,0.009,0.188
831.0,1.035,0.007,0.186
832.0,1.040,0.002,0.180
833.0,1.041,-0.001,0.183
834.0,1.039,-0.002,0.194
835.0,1.043,0.001,0.182
836.0,1.044,-0.000,0.178
837.0,1.042,-0.003,0.182
838.0,1.046,-0.010,0.184
839.0,1.040,-0.009,0.180
840.0,1.039,-0.007,0.172
841.0,1.039,-0.006,0.189
842.0,1.038,-0.011,0.185
843.0,1.044,-0.012,0.187
844.0,1.037,-0.010,0.179
845.0,1.043,-0.011,0.180
846.0,1.037,-0.008,0.184
847.0,1.043,-0.008,0.185
848.0,1.048,-0.007,0.181
849.0,1.035,-0.012,0.187
850.0,1.035,-0.012,0.187
851.0,1.046,-0.012,0.183
852.0,1.046,-0.006,0.180
853.0,1.035,-0.007,0.186
854.0,1.039,-0.005,0.179
855.0,1.038,-0.009,0.181
856.0,1.035,-0.011,0.188
857.0,1.044,-0.007,0.187
858.0,1.040,-0.011,0.188
859.0,1.038,-0.010,0.183
860.0,1.040,-0.011,0.187
861.0,1.041,-0.011,0.185
862.0,1.039,-0.009,0.190
863.0,1.039,-0.004,0.188
864.0,1.045,-0.005,0.188
865.0,1.043,-0.012,0.183
866.0,1.041,-0.013,0.179
867.0,1.043,-0.015,0.188
868.0,1.043,-0.016,0.177
869.0,1.041,-0.014,0.182
870.0,1.041,-0.012,0.182
871.0,1.037,-0.013,0.177
872.0,1.039,-0.014,0.168
873.0,1.034,-0.013,0.180
874.0,1.036,-0.010,0.188
875.0,1.040,-0.009,0.178
876.0,1.048,-0.009,0.184
877.0,1.039,-0.010,0.192
878.0,1.044,-0.009,0.190
879.0,1.047,-0.008,0.187
880.0,1.042,-0.008,0.184
881.0,1.038,-0.005,0.186
882.0,1.039,-0.008,0.180
883.0,1.040,-0.012,0.180
884.0,1.040,-0.017,0.174
885.0,1.043,-0.013,0.179
886.0,1.042,-0.013,0.185
887.0,1.041,-0.010,0.188
888.0,1.039,-0.011,0.185
889.0,1.042,-0.012,0.180
890.0,1.036,-0.012,0.177
891.0,1.033,-0.008,0.172
892.0,1.038,-0.004,0.184
893.0,1.047,-0.008,0.184
894.0,1.045,-0.007,0.189
895.0,1.035,-0.008,0.184
896.0,1.039,-0.008,0.185
897.0,1.049,-0.007,0.181
898.0,1.044,-0.011,0.180
899.0,1.041,-0.016,0.187
900.0,1.041,-0.015,0.185
901.0,1.046,-0.016,0.183
902.0,1.040,-0.008,0.182
903.0,1.043,-0.005,0.182
904.0,1.035,-0.009,0.178
905.0,1.036,-0.012,0.174
906.0,1.035,-0.013,0.176
907.0,1.040,-0.016,0.174
908.0,1.043,-0.010,0.176
909.0,1.042,-0.010,0.182
910.0,1.038,-0.014,0.189
911.0,1.046,-0.010,0.181
912.0,1.042,-0.007,0.180
913.0,1.042,-0.008,0.177
914.0,1.038,-0.010,0.186
915.0,1.039,-0.012,0.191
916.0,1.037,-0.009,0.191
917.0,1.039,-0.012,0.198
918.0,1.042,-0.009,0.191
919.0,1.041,-0.013,0.185
920.0,1.042,-0.012,0.183
921.0,1.044,-0.009,0.184
922.0,1.045,-0.011,0.178
923.0,1.039,-0.005,0.178
924.0,1.038,-0.010,0.184
925.0,1.035,-0.012,0.180
926.0,1.038,-0.010,0.172
927.0,1.040,-0.011,0.175
928.0,1.037,-0.013,0.170
929.0,1.033,-0.011,0.177
930.0,1.039,-0.016,0.181
931.0,1.041,-0.012,0.173
932.0,1.040,-0.008,0.174
933.0,1.036,-0.007,0.178
934.0,1.039,-0.013,0.188
935.0,1.044,-0.012,0.190
936.0,1.044,-0.009,0.177
937.0,1.042,-0.002,0.188
938.0,1.041,-0.006,0.187
939.0,1.040,-0.011,0.179
940.0,1.038,-0.010,0.177
941.0,1.040,-0.008,0.182
942.0,1.042,-0.005,0.187
943.0,1.042,-0.013,0.188
944.0,1.043,-0.008,0.195
945.0,1.043,-0.012,0.185
946.0,1.044,-0.012,0.190
947.0,1.043,-0.008,0.184
948.0,1.036,-0.012,0.179
949.0,1.039,-0.012,0.183
950.0,1.040,-0.008,0.177
951.0,1.039,-0.009,0.188
952.0,1.041,-0.011,0.186
953.0,1.040,-0.013,0.186
954.0,1.048,-0.012,0.171
955.0,1.045,-0.008,0.167
956.0,1.042,-0.008,0.188
957.0,1.040,-0.008,0.183
958.0,1.046,-0.006,0.178
959.0,1.041,-0.013,0.186
960.0,1.043,-0.015,0.186
961.0,1.045,-0.016,0.183
962.0,1.043,-0.006,0.189
963.0,1.038,-0.006,0.183
964.0,1.047,-0.011,0.183
965.0,1.042,-0.014,0.183
966.0,1.031,-0.020,0.185
967.0,1.034,-0.016,0.181
968.0,1.043,-0.009,0.181
969.0,1.040,-0.005,0.185
970.0,1.039,-0.015,0.188
971.0,1.035,-0.011,0.184
972.0,1.044,-0.012,0.179
973.0,1.045,-0.013,0.184
974.0,1.034,-0.010,0.184
975.0,1.036,-0.006,0.182
976.0,1.041,-0.007,0.176
977.0,1.043,-0.012,0.173
978.0,1.041,-0.014,0.180
979.0,1.037,-0.010,0.182
980.0,1.036,-0.007,0.189
981.0,1.038,-0.007,0.184
982.0,1.033,-0.015,0.172
983.0,1.043,-0.017,0.173
984.0,1.042,-0.013,0.177
985.0,1.041,-0.012,0.186
986.0,1.038,-0.014,0.185
987.0,1.041,-0.010,0.174
988.0,1.037,-0.011,0.175
989.0,1.040,-0.011,0.177
990.0,1.039,-0.012,0.180
991.0,1.039,-0.008,0.182
992.0,1.040,-0.007,0.181
993.0,1.043,-0.007,0.179
994.0,1.041,-0.010,0.180
995.0,1.038,-0.008,0.187
996.0,1.040,-0.008,0.182
997.0,1.043,-0.008,0.185
998.0,1.045,-0.012,0.189
999.0,1.040,-0.007,0.185
